Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
3380000,2.6745937,6.8214903,325.8181818181818,60.61611564954828,60.61611564954828,16.351353,0.018854646,0.00013145588,1.0
3390000,2.912558,5.867507,151.26666666666668,59.99057667720545,59.99057667720545,29.433758,0.02246048,0.00013090429,1.0
3400000,3.0311186,5.194578,541.4285714285714,58.10429664322042,58.10429664322042,16.947348,0.017781446,0.00013039168,1.0
3410000,3.0261571,3.8240745,400.77777777777777,58.33544840940158,58.33544840940158,17.965208,0.020098988,0.00012986668,1.0
3420000,2.8348515,6.357701,370.8888888888889,58.8694295946334,58.8694295946334,19.524815,0.021068871,0.00012931507,1.0
3430000,2.661989,6.062271,367.57142857142856,58.842464409564855,58.842464409564855,22.427135,0.0239734,0.00012879384,1.0
3440000,2.902501,5.267815,144.0,59.043881210294785,59.043881210294785,16.36441,0.022961104,0.00012824548,1.0
3450000,2.9080465,4.093186,221.71428571428572,59.26907388420659,59.26907388420659,19.591526,0.018939285,0.00012770723,1.0
3460000,2.8583894,4.6510143,248.0,59.62398874864448,59.62398874864448,21.996881,0.026816959,0.00012718467,1.0
3470000,2.9584992,4.5915446,460.7142857142857,56.36682212349115,56.36682212349115,14.732128,0.019968735,0.00012664146,1.0
3480000,2.6861358,4.3980026,208.66666666666666,60.483543925181344,60.483543925181344,21.860174,0.02858946,0.00012606986,1.0
3490000,2.8839383,4.6032977,184.2,59.43909316719925,59.43909316719925,13.293337,0.01945753,0.0001255543,1.0
3500000,2.8851297,4.78789,699.2857142857143,60.01181065725783,60.01181065725783,None,None,None,1.0
3510000,3.1590166,2.6469634,319.75,55.268182910978794,55.268182910978794,11.91373,0.023589881,0.00012499029,1.0
3520000,2.9961555,3.4442341,548.4,57.140339755336754,57.140339755336754,7.893753,0.018986655,0.00012443986,1.0
3530000,2.8942978,4.85482,315.22222222222223,58.56398503982928,58.56398503982928,13.924854,0.029188117,0.00012389869,1.0
3540000,2.9712307,5.2981353,310.5652173913044,58.834296372457175,58.834296372457175,19.314894,0.02329864,0.0001233853,1.0
3550000,2.7096593,4.1389375,573.2727272727273,57.72032774864188,57.72032774864188,17.259119,0.019981917,0.00012282706,1.0
3560000,2.6802797,6.2621126,333.1,58.718812018876804,58.718812018876804,21.667925,0.021963898,0.00012228847,1.0
3570000,2.5443485,6.9820967,335.90909090909093,59.13348634840678,59.13348634840678,25.58475,0.029015807,0.000121720885,1.0
3580000,2.733496,6.44384,158.0,59.69476369256154,59.69476369256154,19.668343,0.023692789,0.00012116886,1.0
3590000,2.903686,5.5333533,247.66666666666666,59.766057373955846,59.766057373955846,22.037867,0.022564264,0.000120625446,1.0
3600000,2.60849,7.1679177,317.8,58.665219937316245,58.665219937316245,19.920837,0.02329567,0.00012008447,1.0
3610000,2.762306,4.4227204,517.9,57.45654924613902,57.45654924613902,21.925196,0.026095837,0.000119544864,1.0
3620000,2.9412522,6.0792212,195.6,60.15179697377607,60.15179697377607,19.202368,0.018393125,0.00011900187,1.0
3630000,2.639794,5.404452,241.57142857142858,59.02199485559767,59.02199485559767,None,None,None,1.0
3640000,2.3157823,7.425185,266.1694915254237,58.289323167902275,58.289323167902275,18.422916,0.02296702,0.00011847208,1.0
3650000,2.2312303,9.225654,231.24324324324326,60.6180086712001,60.6180086712001,31.816935,0.022731747,0.000117952266,1.0
3660000,2.5805185,5.2471337,193.2,60.180507294264515,60.180507294264515,26.397139,0.029302176,0.000117433476,1.0
3670000,2.6036644,7.6769733,203.42857142857142,59.725929330865256,59.725929330865256,27.703236,0.01836959,0.00011688307,1.0
3680000,2.8767588,3.779646,431.8,57.347170055090615,57.347170055090615,14.576821,0.03342389,0.000116348885,1.0
3690000,2.493932,7.741981,306.0,57.60737950989001,57.60737950989001,12.743092,0.025666622,0.00011582747,1.0
3700000,2.5313373,6.741112,153.1818181818182,60.21889498082722,60.21889498082722,22.838083,0.019270616,0.000115266856,1.0
3710000,2.4224594,6.6088047,285.7,59.347011197738176,59.347011197738176,32.742867,0.021470567,0.000114739094,1.0
3720000,2.1886983,8.139188,210.6,59.331831545846974,59.331831545846974,24.993969,0.020851396,0.00011419408,1.0
3730000,2.4423435,6.6370163,141.33333333333334,60.41081844218641,60.41081844218641,28.632032,0.021490613,0.00011364985,1.0
3740000,2.214768,7.314687,185.375,60.799639259174,60.799639259174,24.053951,0.024241097,0.00011312069,1.0
3750000,2.2688031,9.234854,121.1,61.203364581149074,61.203364581149074,34.02584,0.027235972,0.00011260787,1.0
3760000,2.4189928,7.1270256,277.8,59.43071707027716,59.43071707027716,18.662569,0.025779447,0.00011209027,1.0
3770000,2.4205031,7.663359,432.8888888888889,58.26127251685673,58.26127251685673,25.975796,0.027836146,0.00011155127,1.0
3780000,1.7431555,8.257217,211.3181818181818,59.268086923338984,59.268086923338984,None,None,None,1.0
3790000,2.0117226,11.145917,130.15384615384616,61.82263773377856,61.82263773377856,36.571922,0.021203224,0.00011099326,1.0
3800000,2.0562103,8.397127,177.91666666666666,59.272933108145374,59.272933108145374,42.441483,0.021788124,0.00011047187,1.0
3810000,2.2442534,7.3544717,149.2,60.62712716216761,60.62712716216761,27.330023,0.024386643,0.00010991949,1.0
